BOLD sample ID	Family	Species	GenBank Accession	Sequence length	Country	Lat	Lon
ZMUO.000677	Dytiscidae	Dytiscus circumcinctus	KJ964016	658[0n]	Finland	65.658	26.457
ZMUO.000726	Dytiscidae	Dytiscus lapponicus	KJ966132	658[0n]	Finland	61.158	28.755
ZMUO.004832	Dytiscidae	Dytiscus marginalis	KJ965643	658[0n]	Finland	60.090	24.623
ZMUO.003392	Dytiscidae	Dytiscus marginalis	KJ963783	658[0n]	Finland	65.237	26.232
ZMUO.004465	Dytiscidae	Dytiscus marginalis	KJ966979	658[0n]	Finland	65.029	25.568
ZMUO.002422	Elateridae	Eanus costalis	KJ967398	658[0n]	Finland	65.063	25.471
ZMUO.005290	Elateridae	Eanus costalis	KJ966586	658[0n]	Finland	66.366	25.381
ZMUO.005148	Melyridae	Ebaeus lapplandicus	KJ963204	620[0n]	Finland	61.456	27.403
ZMUO.006635	Histeridae	Eblisia minor	KJ965348	658[0n]	Finland	61.071	28.750
ZMUO.005744	Carabidae	Elaphrus cupreus	KJ966326	658[0n]	Finland	60.218	19.549
ZMUO.006096	Carabidae	Elaphrus cupreus	KJ964728	658[0n]	Finland	66.172	23.860
ZMUO.001333	Carabidae	Elaphrus cupreus	KJ963077	658[0n]	Finland	64.969	24.720
ZMUO.005349	Carabidae	Elaphrus cupreus	KJ962976	622[0n]	Finland	60.155	24.721
ZMUO.005419	Carabidae	Elaphrus cupreus	KJ965613	656[0n]	Finland	61.456	27.403
ZMUO.004912	Carabidae	Elaphrus cupreus	KJ966306	655[0n]	Finland	60.120	24.736
ZMUO.003137	Carabidae	Elaphrus riparius	KJ966067	621[0n]	Finland	65.901	24.471
ZMUO.005330	Carabidae	Elaphrus riparius	KJ964184	658[0n]	Finland	60.197	24.647
ZMUO.003221	Carabidae	Elaphrus riparius	KJ962652	658[0n]	Finland	69.409	25.817
ZMUO.005958	Carabidae	Elaphrus riparius	KJ966984	658[0n]	Sweden	56.938	16.406
ZMUO.001982	Carabidae	Elaphrus uliginosus	KJ966538	658[0n]	Finland	66.373	29.314
ZMUO.006178	Carabidae	Elaphrus uliginosus	KJ961772	658[0n]	Finland	66.377	29.311
ZMUO.006179	Carabidae	Elaphrus uliginosus	KJ964807	658[0n]	Finland	66.377	29.311
ZMUO.004794	Curculionidae	Ellescus bipunctatus	KJ962308	658[0n]	Finland	60.183	24.616
ZMUO.005338	Curculionidae	Ellescus scanicus	KJ964000	656[0n]	Finland	60.197	24.647
ZMUO.006128	Elmidae	Elmis aenea	KJ965229	658[0n]	Finland	66.172	23.860
ZMUO.006129	Elmidae	Elmis aenea	KJ963580	658[0n]	Finland	66.172	23.860
ZMUO.006256	Scirtidae	Elodes minuta	KJ963479	658[0n]	Finland	67.533	23.953
ZMUO.002476	Staphylinidae	Encephalus complicans	KJ966075	658[0n]	Finland	68.421	27.440
ZMUO.000498	Endomychidae	Endomychus coccineus	KJ967258	658[0n]	Finland	65.116	25.829
ZMUO.004303	Endomychidae	Endomychus coccineus	KJ965118	658[0n]	Finland	60.278	19.835
ZMUO.005334	Endomychidae	Endomychus coccineus	KJ963347	658[0n]	Finland	59.845	23.252
ZMUO.005252	Endomychidae	Endomychus coccineus	KJ963659	658[0n]	Finland	61.447	27.384
ZMUO.004017	Latridiidae	Enicmus rugosus	KJ963466	658[0n]	Finland	64.391	25.881
ZMUO.000516	Hydrophilidae	Enochrus affinis	KJ962302	658[0n]	Finland	65.116	25.829
ZMUO.006125	Hydrophilidae	Enochrus affinis	KJ964505	658[0n]	Finland	66.172	23.860
ZMUO.007001	Hydrophilidae	Enochrus affinis	KJ967469	658[0n]	Finland	68.021	24.097
ZMUO.007002	Hydrophilidae	Enochrus affinis	KJ966836	658[0n]	Finland	68.021	24.097
ZMUO.006858	Hydrophilidae	Enochrus affinis	KJ965109	658[0n]	Finland	66.869	27.457
ZMUO.005456	Hydrophilidae	Enochrus affinis	KJ966422	658[0n]	Finland	61.454	27.418
ZMUO.001380	Hydrophilidae	Enochrus affinis	KJ963223	658[0n]	Finland	59.840	23.020
ZMUO.005746	Hydrophilidae	Enochrus bicolor	KJ963085	658[0n]	Finland	60.218	19.549
ZMUO.005747	Hydrophilidae	Enochrus bicolor	KJ964701	658[0n]	Finland	60.218	19.549
ZMUO.006698	Hydrophilidae	Enochrus bicolor	KJ961941	658[0n]	Finland	60.090	19.917
ZMUO.002050	Hydrophilidae	Enochrus bicolor	KJ964611	658[0n]	Finland	60.154	19.600
ZMUO.002008	Hydrophilidae	Enochrus bicolor	KJ964949	658[0n]	Finland	60.228	19.686
ZMUO.002071	Hydrophilidae	Enochrus coarctatus	KJ964176	658[0n]	Finland	60.178	19.786
ZMUO.001505	Hydrophilidae	Enochrus melanocephalus	KJ966791	658[0n]	Finland	65.001	25.227
ZMUO.003386	Hydrophilidae	Enochrus ochropterus	KJ966797	658[0n]	Finland	65.090	25.970
ZMUO.001373	Hydrophilidae	Enochrus quadripunctatus	KJ962282	658[0n]	Finland	59.840	23.020
ZMUO.001502	Hydrophilidae	Enochrus quadripunctatus	KJ966212	658[0n]	Finland	65.001	25.227
ZMUO.001503	Hydrophilidae	Enochrus quadripunctatus	KJ964678	658[0n]	Finland	65.001	25.227
ZMUO.005955	Hydrophilidae	Enochrus quadripunctatus	KJ965154	658[0n]	Sweden	56.938	16.406
MP00281	Hydrophilidae	Enochrus testaceus	HM909094	658[0n]	Finland	65.002	24.749
ZMUO.002381	Hydrophilidae	Enochrus testaceus	KJ966749	658[0n]	Finland	60.046	19.976
ZMUO.000463	Hydrophilidae	Enochrus testaceus	KJ962353	658[0n]	Finland	64.969	24.720
ZMUO.001875	Hydrophilidae	Enochrus testaceus	KJ965971	658[0n]	Finland	59.934	20.947
ZMUO.001347	Hydrophilidae	Enochrus testaceus	KJ965909	658[0n]	Finland	59.941	20.881
ZMUO.001348	Hydrophilidae	Enochrus testaceus	KJ965862	658[0n]	Finland	59.941	20.881
MP00330	Cryptophagidae	Ephistemus globulus	HM909110	658[0n]	Finland	60.047	19.977
ZMUO.003332	Nitidulidae	Epuraea aestiva	KJ963799	658[0n]	Estonia	58.278	27.328
ZMUO.003041	Nitidulidae	Epuraea aestiva	KJ966323	658[0n]	Finland	67.699	29.715
ZMUO.005554	Nitidulidae	Epuraea aestiva	KJ966314	632[0n]	Finland	60.154	19.602
ZMUO.006169	Nitidulidae	Epuraea aestiva	KJ967367	658[0n]	Finland	60.003	20.157
ZMUO.003936	Nitidulidae	Epuraea aestiva	KJ965086	658[0n]	Finland	65.116	25.829
ZMUO.007040	Nitidulidae	Epuraea biguttata	KJ965084	658[0n]	Finland	68.091	24.103
ZMUO.007057	Nitidulidae	Epuraea biguttata	KJ967129	658[0n]	Finland	68.091	24.103
ZMUO.003067	Nitidulidae	Epuraea boreella	KJ967112	658[0n]	Finland	67.699	29.715
ZMUO.004011	Nitidulidae	Epuraea boreella	KJ963016	658[0n]	Finland	64.391	25.881
ZMUO.005533	Nitidulidae	Epuraea boreella	KJ961996	621[3n]	Finland	66.338	29.526
ZMUO.003076	Nitidulidae	Epuraea contractula	KJ964327	658[0n]	Finland	67.699	29.715
ZMUO.005905	Nitidulidae	Epuraea contractula	KJ966758	658[0n]	Finland	64.949	25.414
ZMUO.006989	Nitidulidae	Epuraea contractula	KJ965904	658[0n]	Finland	68.021	24.097
ZMUO.000639	Nitidulidae	Epuraea laeviuscula	KJ966273	658[0n]	Finland	65.116	25.829
ZMUO.003066	Nitidulidae	Epuraea marseuli	KJ962365	658[0n]	Finland	67.699	29.715
ZMUO.003786	Nitidulidae	Epuraea marseuli	KJ965797	609[0n]	Finland	59.977	20.188
ZMUO.006134	Nitidulidae	Epuraea opalizans	KJ964931	658[0n]	Finland	66.172	23.860
ZMUO.001600	Nitidulidae	Epuraea opalizans	KJ965897	658[0n]	Finland	64.969	24.720
ZMUO.006991	Nitidulidae	Epuraea opalizans	KJ963953	658[0n]	Finland	68.021	24.097
ZMUO.003915	Nitidulidae	Epuraea opalizans	KJ964947	658[0n]	Finland	66.364	29.313
ZMUO.004311	Nitidulidae	Epuraea pallescens	KJ963551	658[0n]	Finland	60.246	19.822
ZMUO.001389	Nitidulidae	Epuraea pallescens	KJ965451	658[0n]	Finland	59.840	23.020
ZMUO.005851	Nitidulidae	Epuraea pallescens	KJ966416	658[0n]	Sweden	57.016	16.118
ZMUO.003787	Nitidulidae	Epuraea placida	KJ961742	626[0n]	Finland	59.977	20.188
ZMUO.002433	Nitidulidae	Epuraea pygmaea	KJ966654	658[0n]	Finland	65.063	25.471
ZMUO.000638	Nitidulidae	Epuraea rufomarginata	KJ963460	658[0n]	Finland	65.116	25.829
ZMUO.003059	Nitidulidae	Epuraea rufomarginata	KJ965184	658[0n]	Finland	67.699	29.715
ZMUO.003262	Nitidulidae	Epuraea silacea	KJ964440	630[0n]	Finland	68.383	27.086
ZMUO.006990	Nitidulidae	Epuraea silacea	KJ966449	658[0n]	Finland	68.021	24.097
ZMUO.004010	Nitidulidae	Epuraea silacea	KJ963086	658[0n]	Finland	64.391	25.881
ZMUO.002090	Nitidulidae	Epuraea silacea	KJ966783	651[0n]	Finland	66.309	25.127
ZMUO.000656	Nitidulidae	Epuraea terminalis	KJ965551	658[0n]	Finland	65.116	25.829
ZMUO.006875	Nitidulidae	Epuraea terminalis	KJ964522	658[0n]	Finland	65.901	24.471
ZMUO.004310	Nitidulidae	Epuraea unicolor	KJ964833	658[0n]	Finland	60.246	19.822
ZMUO.003788	Nitidulidae	Epuraea unicolor	KJ962357	658[0n]	Finland	59.977	20.188
ZMUO.003322	Nitidulidae	Epuraea variegata	KJ964916	658[0n]	Estonia	58.278	27.328
ZMUO.001863	Nitidulidae	Epuraea variegata	KJ964076	658[0n]	Finland	60.189	21.926
ZMUO.004494	Staphylinidae	Erichsonius cinerascens	KJ962099	658[0n]	Finland	60.172	23.913
ZMUO.007097	Staphylinidae	Erichsonius cinerascens	KJ961780	658[0n]	Finland	60.232	19.919
ZMUO.007098	Staphylinidae	Erichsonius cinerascens	KJ965222	537[1n]	Finland	60.232	19.919
ZMUO.004437	Staphylinidae	Erichsonius cinerascens	KJ964499	635[0n]	Finland	61.454	27.418
ZMUO.003033	Ptinidae	Ernobius explanatus	KJ967342	658[0n]	Finland	67.699	29.715
ZMUO.003034	Ptinidae	Ernobius explanatus	KJ964337	658[0n]	Finland	67.699	29.715
ZMUO.003035	Ptinidae	Ernobius explanatus	KJ962177	577[0n]	Finland	67.699	29.715
ZMUO.007823	Staphylinidae	Euaesthetus bipunctatus	KJ965830	657[1n]	Finland	67.096	26.967
ZMUO.006819	Staphylinidae	Euaesthetus laeviusculus	KJ966472	658[0n]	Finland	65.781	24.212
ZMUO.005385	Eucinetidae	Eucinetus haemorrhoidalis	KJ965071	618[1n]	Finland	61.456	27.403
ZMUO.006803	Staphylinidae	Eucnecosum brachypterum	KJ967042	658[0n]	Finland	65.781	24.212
ZMUO.006114	Staphylinidae	Eucnecosum brachypterum	KJ962715	658[0n]	Finland	66.172	23.860
ZMUO.006115	Staphylinidae	Eucnecosum brachypterum	KJ962058	658[0n]	Finland	66.172	23.860
ZMUO.006116	Staphylinidae	Eucnecosum brachypterum	KJ966567	658[0n]	Finland	66.172	23.860
ZMUO.001259	Staphylinidae	Eucnecosum brachypterum	KJ966531	658[0n]	Finland	70.009	27.507
ZMUO.001278	Staphylinidae	Eucnecosum brachypterum	KJ965668	658[0n]	Finland	70.009	27.507
ZMUO.001284	Staphylinidae	Eucnecosum brachypterum	KJ966384	658[0n]	Finland	70.007	27.536
ZMUO.001675	Staphylinidae	Eucnecosum brachypterum	KJ966558	658[0n]	Finland	65.033	25.418
ZMUO.003238	Staphylinidae	Eucnecosum brunnescens	KJ967425	658[0n]	Finland	68.348	27.467
ZMUO.001270	Staphylinidae	Eucnecosum brunnescens	KJ967030	658[0n]	Finland	70.009	27.507
ZMUO.002410	Staphylinidae	Euconnus hirticollis	KJ962947	652[6n]	Finland	65.024	25.427
ZMUO.007868	Ptiliidae	Euryptilium saxonicum	KJ966638	658[0n]	Finland	65.018	25.420
ZMUO.006997	Staphylinidae	Eusphalerum lapponicum	KJ966260	658[0n]	Finland	68.021	24.097
ZMUO.002308	Staphylinidae	Eusphalerum lapponicum	KJ963676	658[0n]	Finland	64.290	24.119
ZMUO.006550	Staphylinidae	Eusphalerum minutum	KJ965625	658[0n]	Finland	65.019	25.433
ZMUO.003237	Staphylinidae	Eusphalerum minutum	KJ962012	658[0n]	Finland	68.348	27.467
ZMUO.003935	Staphylinidae	Eusphalerum minutum	KJ964275	658[0n]	Finland	65.116	25.829
ZMUO.006613	Staphylinidae	Eusphalerum minutum	KJ966259	658[0n]	Finland	66.288	29.646
ZMUO.004959	Staphylinidae	Eusphalerum minutum	KJ963667	658[0n]	Finland	60.179	24.707
ZMUO.006907	Staphylinidae	Eusphalerum sorbicola	KJ961962	658[0n]	Finland	68.004	24.121
ZMUO.003135	Cerambycidae	Evodinus borealis	KJ963441	658[0n]	Finland	66.667	24.301
ZMUO.004279	Cerambycidae	Evodinus borealis	KJ964387	658[0n]	Finland	68.091	24.115
ZMUO.000738	Cerambycidae	Exocentrus lusitanus	KJ966268	658[0n]	Estonia	59.346	24.100
ZMUO.007570	Cerambycidae	Exocentrus lusitanus	KJ966407	658[0n]	Finland	61.254	25.034
ZMUO.007571	Cerambycidae	Exocentrus lusitanus	KJ966653	658[0n]	Finland	61.254	25.034
ZMUO.007579	Cerambycidae	Exocentrus lusitanus	KJ965627	658[0n]	Finland	60.458	22.181
ZMUO.007580	Cerambycidae	Exocentrus lusitanus	KJ963755	658[0n]	Finland	60.458	22.181
ZMUO.007278	Coccinellidae	Exochomus quadripustulatus	KJ963252	657[1n]	Finland	60.517	27.272
ZMUO.001232	Staphylinidae	Fagniezia impressa	KJ963009	658[0n]	Finland	60.233	19.919
ZMUO.001233	Staphylinidae	Fagniezia impressa	KJ963658	658[0n]	Finland	60.233	19.919
ZMUO.001234	Staphylinidae	Fagniezia impressa	KJ961859	658[0n]	Finland	60.233	19.919
ZMUO.001235	Staphylinidae	Fagniezia impressa	KJ961806	623[0n]	Finland	60.233	19.919
ZMUO.004515	Staphylinidae	Falagria caesa	KJ964825	658[0n]	Finland	59.825	23.010
ZMUO.004094	Staphylinidae	Falagria caesa	KJ962158	658[0n]	Finland	65.023	25.425
ZMUO.000843	Staphylinidae	Falagria caesa	KJ965990	658[0n]	Finland	60.580	27.202
ZMUO.001628	Staphylinidae	Falagria caesa	KJ962557	658[0n]	Finland	60.175	22.134
ZMUO.001630	Staphylinidae	Falagria caesa	KJ962389	658[0n]	Finland	60.175	22.134
ZMUO.002333	Staphylinidae	Falagria caesa	KJ963497	658[0n]	Finland	64.969	24.720
ZMUO.002995	Elateridae	Fleutiauxellus maritimus	KJ964471	658[0n]	Finland	69.409	25.817
ZMUO.002996	Elateridae	Fleutiauxellus maritimus	KJ963498	658[0n]	Finland	69.409	25.817
ZMUO.002291	Staphylinidae	Gabrius appendiculatus	KJ962362	658[0n]	Finland	64.337	27.088
ZMUO.006706	Staphylinidae	Gabrius breviventer	KJ967016	658[0n]	Finland	60.090	19.917
ZMUO.004721	Staphylinidae	Gabrius breviventer	KJ963998	658[0n]	Finland	61.510	29.577
ZMUO.006754	Staphylinidae	Gabrius osseticus	KJ962572	658[0n]	Finland	61.510	29.577
ZMUO.006757	Staphylinidae	Gabrius osseticus	KJ962309	658[0n]	Finland	61.510	29.577
ZMUO.006758	Staphylinidae	Gabrius osseticus	KJ966319	594[0n]	Finland	61.510	29.577
ZMUO.000997	Staphylinidae	Gabrius piliger	KJ965417	658[0n]	Finland	60.046	19.983
ZMUO.000575	Staphylinidae	Gabrius toxotes	KJ965824	657[1n]	Finland	64.969	24.720
ZMUO.000474	Staphylinidae	Gabrius toxotes	KJ964965	658[0n]	Finland	64.969	24.720
ZMUO.001593	Staphylinidae	Gabrius toxotes	KJ964785	658[0n]	Finland	64.969	24.720
ZMUO.001594	Staphylinidae	Gabrius toxotes	KJ964350	658[0n]	Finland	64.969	24.720
ZMUO.006796	Staphylinidae	Gabrius trossulus	KJ962502	651[0n]	Finland	65.781	24.212
ZMUO.001584	Staphylinidae	Gabrius trossulus	KJ964406	658[0n]	Finland	64.969	24.720
ZMUO.000834	Staphylinidae	Gabrius trossulus	KJ966650	658[0n]	Finland	60.435	26.870
ZMUO.000444	Staphylinidae	Gabronthus sulcifrons	KJ961943	619[5n]	Finland	60.580	27.202
ZMUO.000845	Staphylinidae	Gabronthus sulcifrons	KJ962768	658[0n]	Finland	60.580	27.202
ZMUO.004692	Chrysomelidae	Galeruca tanaceti	KJ965115	658[0n]	Finland	59.825	23.010
ZMUO.001004	Chrysomelidae	Galeruca tanaceti	KJ962007	658[0n]	Finland	60.240	19.484
ZMUO.005175	Chrysomelidae	Galeruca tanaceti	KJ967399	614[0n]	Finland	59.825	23.014
ZMUO.005994	Chrysomelidae	Galerucella aquatica	KJ967181	594[1n]	Finland	60.232	19.919
ZMUO.004978	Chrysomelidae	Galerucella calmariensis	KJ967124	658[0n]	Finland	60.161	24.860
ZMUO.004752	Chrysomelidae	Galerucella calmariensis	KJ961786	658[0n]	Finland	60.159	24.613
ZMUO.004753	Chrysomelidae	Galerucella calmariensis	KJ966652	658[0n]	Finland	60.159	24.613
ZMUO.006103	Chrysomelidae	Galerucella lineola	KJ963510	658[0n]	Finland	66.172	23.860
ZMUO.004215	Chrysomelidae	Galerucella lineola	KJ966162	658[0n]	Finland	65.693	24.594
ZMUO.005468	Chrysomelidae	Galerucella lineola	KJ964766	658[0n]	Finland	60.175	24.702
ZMUO.001355	Chrysomelidae	Galerucella nymphaeae	KJ963213	658[0n]	Finland	65.446	29.642
ZMUO.001356	Chrysomelidae	Galerucella nymphaeae	KJ965988	658[0n]	Finland	65.446	29.642
ZMUO.001357	Chrysomelidae	Galerucella nymphaeae	KJ965941	658[0n]	Finland	65.446	29.642
ZMUO.005423	Chrysomelidae	Galerucella nymphaeae	KJ961801	658[0n]	Finland	61.475	27.382
ZMUO.004756	Chrysomelidae	Galerucella pusilla	KJ966169	595[7n]	Finland	60.159	24.613
ZMUO.004499	Chrysomelidae	Galerucella sagittariae	KJ966205	658[0n]	Finland	60.172	23.913
ZMUO.001810	Chrysomelidae	Galerucella sagittariae	KJ966568	658[0n]	Finland	65.116	25.829
ZMUO.001100	Chrysomelidae	Galerucella sagittariae	KJ963587	658[0n]	Finland	60.233	19.919
ZMUO.006039	Chrysomelidae	Galerucella sagittariae	KJ964891	658[0n]	Finland	69.095	21.145
ZMUO.006066	Chrysomelidae	Galerucella sagittariae	KJ963786	658[0n]	Finland	61.532	25.822
ZMUO.006067	Chrysomelidae	Galerucella sagittariae	KJ963749	658[0n]	Finland	61.532	25.822
ZMUO.007177	Chrysomelidae	Galerucella sagittariae	KJ962911	658[0n]	Finland	60.572	27.196
ZMUO.003410	Chrysomelidae	Galerucella sp.	KJ966947	658[0n]	Finland	59.837	23.164
ZMUO.003411	Chrysomelidae	Galerucella sp.	KJ964365	658[0n]	Finland	59.837	23.164
ZMUO.004252	Chrysomelidae	Galerucella tenella	KJ963232	658[0n]	Estonia	58.584	23.569
ZMUO.003334	Chrysomelidae	Galerucella tenella	KJ966587	658[0n]	Estonia	58.278	27.328
MP00160	Chrysomelidae	Galerucella tenella	HM909050	658[0n]	Finland	65.037	24.564
ZMUO.002360	Chrysomelidae	Galerucella tenella	KJ966912	658[0n]	Finland	60.068	19.958
ZMUO.000470	Chrysomelidae	Galerucella tenella	KJ963811	658[0n]	Finland	64.969	24.720
ZMUO.001213	Chrysomelidae	Galerucella tenella	KJ965958	658[0n]	Finland	60.233	19.919
ZMUO.001604	Chrysomelidae	Galerucella tenella	KJ966767	658[0n]	Finland	64.969	24.720
ZMUO.001087	Chrysomelidae	Galerucella tenella	KJ966159	658[0n]	Finland	60.451	26.864
ZMUO.001088	Chrysomelidae	Galerucella tenella	KJ965331	658[0n]	Finland	60.451	26.864
ZMUO.004931	Chrysomelidae	Gastrophysa polygoni	KJ963408	656[0n]	Finland	60.100	24.304
ZMUO.005295	Chrysomelidae	Gastrophysa polygoni	KJ966297	658[0n]	Finland	65.287	25.382
ZMUO.006152	Chrysomelidae	Gastrophysa polygoni	KJ964748	658[0n]	Sweden	56.501	16.466
ZMUO.007290	Chrysomelidae	Gastrophysa polygoni	KJ963717	658[0n]	Sweden	56.516	16.441
ZMUO.000494	Chrysomelidae	Gastrophysa viridula	KJ966491	658[0n]	Finland	65.116	25.829
ZMUO.005268	Chrysomelidae	Gastrophysa viridula	KJ965911	658[0n]	Finland	66.366	25.381
ZMUO.004663	Cerambycidae	Gaurotes virginea	KJ962469	658[0n]	Finland	61.925	25.731
ZMUO.000548	Cerambycidae	Gaurotes virginea	KJ964393	658[0n]	Finland	64.417	27.677
ZMUO.000697	Cerambycidae	Gaurotes virginea	KJ961983	658[0n]	Finland	61.530	29.585
ZMUO.005286	Cerambycidae	Gaurotes virginea	KJ963065	658[0n]	Finland	63.607	29.870
ZMUO.001919	Cerambycidae	Gaurotes virginea	KJ963449	658[0n]	Finland	61.143	24.122
ZMUO.002467	Staphylinidae	Geodromicus longipes	KJ962018	658[0n]	Finland	68.421	27.440
ZMUO.001476	Staphylinidae	Geodromicus plagiatus	KJ966160	658[0n]	Finland	69.909	27.038
ZMUO.006834	Hydrophilidae	Georissus crenulatus	KJ966007	658[0n]	Finland	60.067	20.270
ZMUO.000587	Staphylinidae	Geostiba circellaris	KJ966192	658[0n]	Finland	64.969	24.720
ZMUO.002402	Staphylinidae	Geostiba circellaris	KJ967450	633[0n]	Finland	65.024	25.427
ZMUO.004300	Geotrupidae	Geotrupes stercorosus	KJ964771	658[0n]	Finland	61.438	27.384
ZMUO.005138	Nitidulidae	Glischrochilus hortensis	KJ964414	617[0n]	Finland	60.488	26.521
ZMUO.004882	Nitidulidae	Glischrochilus hortensis	KJ963141	649[0n]	Finland	60.167	24.791
ZMUO.004005	Nitidulidae	Glischrochilus quadripunctatus	KJ961810	658[0n]	Finland	64.391	25.881
ZMUO.001518	Nitidulidae	Glischrochilus quadripunctatus	KJ963750	604[0n]	Finland	65.132	25.947
ZMUO.005434	Nitidulidae	Glischrochilus quadripunctatus	KJ962304	658[0n]	Finland	61.468	27.372
ZMUO.001671	Histeridae	Gnathoncus buyssoni	KJ964215	658[0n]	Finland	66.373	29.314
ZMUO.006458	Tenebrionidae	Gnatocerus cornutus	KJ963565	658[0n]	Finland	64.809	25.429
ZMUO.007052	Staphylinidae	Gnypeta caerulea	KJ964889	658[0n]	Finland	68.091	24.103
ZMUO.007055	Staphylinidae	Gnypeta caerulea	KJ965105	602[1n]	Finland	68.091	24.103
ZMUO.007288	Staphylinidae	Gnypeta caerulea	KJ964779	658[0n]	Finland	60.517	27.272
ZMUO.004517	Staphylinidae	Gnypeta carbonaria	KJ961931	658[0n]	Finland	59.825	23.010
ZMUO.007051	Staphylinidae	Gnypeta sellmani	KJ962680	658[0n]	Finland	68.091	24.103
ZMUO.007054	Staphylinidae	Gnypeta sellmani	KJ963862	658[0n]	Finland	68.091	24.103
ZMUO.002010	Staphylinidae	Gnypeta sellmani	KJ967366	658[0n]	Finland	70.056	27.889
ZMUO.002976	Chrysomelidae	Gonioctena arctica	KJ963695	658[0n]	Finland	68.105	27.126
ZMUO.002977	Chrysomelidae	Gonioctena arctica	KJ962684	658[0n]	Finland	68.105	27.126
ZMUO.006017	Chrysomelidae	Gonioctena arctica	KJ966814	657[1n]	Finland	68.274	24.034
ZMUO.007035	Chrysomelidae	Gonioctena arctica	KJ963053	657[0n]	Finland	68.091	24.103
ZMUO.007121	Chrysomelidae	Gonioctena arctica	KJ964333	658[0n]	Finland	66.291	29.630
ZMUO.005583	Chrysomelidae	Gonioctena decemnotata	KJ967433	623[0n]	Finland	60.314	24.258
ZMUO.005914	Chrysomelidae	Gonioctena decemnotata	KJ963337	635[0n]	Finland	60.314	24.258
ZMUO.006189	Chrysomelidae	Gonioctena flavicornis	KJ964029	658[0n]	Finland	66.026	24.251
ZMUO.006860	Chrysomelidae	Gonioctena flavicornis	KJ965604	658[0n]	Finland	65.901	24.471
ZMUO.006861	Chrysomelidae	Gonioctena flavicornis	KJ965167	658[0n]	Finland	65.901	24.471
ZMUO.006862	Chrysomelidae	Gonioctena flavicornis	KJ965506	658[0n]	Finland	65.901	24.471
ZMUO.004098	Chrysomelidae	Gonioctena intermedia	KJ963093	620[1n]	Finland	61.012	25.651
ZMUO.004099	Chrysomelidae	Gonioctena intermedia	KJ966985	620[1n]	Finland	61.012	25.651
ZMUO.005272	Chrysomelidae	Gonioctena intermedia	KJ962054	657[1n]	Finland	62.966	31.288
ZMUO.007269	Chrysomelidae	Gonioctena intermedia	KJ963171	658[0n]	Finland	60.517	27.272
ZMUO.003217	Chrysomelidae	Gonioctena linnaeana	KJ967351	658[0n]	Finland	69.409	25.817
ZMUO.003222	Chrysomelidae	Gonioctena linnaeana	KJ966954	658[0n]	Finland	69.409	25.817
ZMUO.003289	Chrysomelidae	Gonioctena linnaeana	KJ966698	658[0n]	Finland	68.657	27.525
ZMUO.007120	Chrysomelidae	Gonioctena linnaeana	KJ962278	658[0n]	Finland	66.291	29.630
ZMUO.002305	Chrysomelidae	Gonioctena pallida	KJ962854	658[0n]	Finland	69.901	27.077
ZMUO.006007	Chrysomelidae	Gonioctena viminalis	KJ963382	658[0n]	Finland	62.403	30.929
ZMUO.007540	Dytiscidae	Graphoderus zonatus	KJ965196	658[0n]	Finland	60.183	24.699
ZMUO.006955	Brachyceridae	Grypus equiseti	KJ965848	658[0n]	Finland	65.812	24.692
ZMUO.004964	Brachyceridae	Grypus equiseti	KJ965041	658[0n]	Finland	60.175	24.702
ZMUO.007436	Curculionidae	Gymnetron melanarium	KJ963964	658[0n]	Estonia	58.017	25.879
ZMUO.007458	Curculionidae	Gymnetron melanarium	KJ961965	658[0n]	Estonia	58.017	25.879
ZMUO.005412	Curculionidae	Gymnetron melanarium	KJ967326	655[0n]	Finland	61.456	27.403
ZMUO.006787	Staphylinidae	Gymnusa brevicollis	KJ965412	658[0n]	Finland	65.781	24.212
ZMUO.006984	Staphylinidae	Gymnusa brevicollis	KJ964452	632[0n]	Finland	68.021	24.097
ZMUO.006987	Staphylinidae	Gymnusa brevicollis	KJ965233	658[0n]	Finland	68.021	24.097
ZMUO.006849	Staphylinidae	Gymnusa brevicollis	KJ966805	658[0n]	Finland	66.869	27.457
ZMUO.006895	Staphylinidae	Gymnusa variegata	KJ965790	658[0n]	Finland	68.004	24.121
ZMUO.006777	Gyrinidae	Gyrinus aeratus	KJ965814	658[0n]	Finland	66.375	29.293
ZMUO.006778	Gyrinidae	Gyrinus aeratus	KJ967293	658[0n]	Finland	66.375	29.293
ZMUO.006779	Gyrinidae	Gyrinus aeratus	KJ961987	658[0n]	Finland	66.375	29.293
ZMUO.004346	Gyrinidae	Gyrinus marinus	KJ964209	658[0n]	Finland	61.452	27.410
ZMUO.003182	Gyrinidae	Gyrinus minutus	KJ966583	658[0n]	Finland	68.460	28.433
ZMUO.005442	Gyrinidae	Gyrinus minutus	KJ962901	658[0n]	Finland	61.452	27.410
ZMUO.004793	Gyrinidae	Gyrinus natator	KJ962812	658[0n]	Finland	60.174	24.609
ZMUO.000617	Gyrinidae	Gyrinus opacus	KJ963052	658[0n]	Finland	65.116	25.829
ZMUO.003912	Gyrinidae	Gyrinus opacus	KJ964534	658[0n]	Finland	68.107	27.328
ZMUO.004028	Gyrinidae	Gyrinus opacus	KJ963183	658[0n]	Finland	65.449	29.638
ZMUO.004029	Gyrinidae	Gyrinus opacus	KJ965779	658[0n]	Finland	65.449	29.638
